Title,Success
Patients’ Perspectives on the Psychological Impact of Inflammatory Arthritis and Meeting the Associated Support Needs: Open-Ended Responses in a Multi-Centre Survey,3.09
Fetal head position and perineal distension associated with the use of the BD Odon Device™ in operative vaginal birth: a simulation study,3.89
Individual Confidence-Weighting and Group Decision-Making,13.35
UK Renal Registry 19th Annual Report: Chapter 13 Home Therapies in 2015: National and Centre-specific Analyses,Journal Not Found
On the damage and fracture of nuclear graphite at multiple length-scales,7.51
Finite subgroups of simple algebraic groups with irreducible centralizers,1.53
The role of operative vaginal birth in the 21st century and a way forward,3.89
Flying foxes create extensive seed shadows and enhance germination success of pioneer plant species in deforested Madagascan landscapes,9.01
"Electrostatic potential and a simple extended electric dipole model of hydrogen fluoride as probes of non-bonding electron pairs in the cyclic ethers 2,5-dihydrofuran, oxetane and oxirane",2.97
Drinking status but not acute alcohol consumption influences delay discounting,4.8
"Bacterial toxins: Offensive, defensive, or something else altogether?",10.05
The Effect of Communication Skills Training for Generalist Palliative Care Providers on Patient-Reported Outcomes and Clinician Behaviors: A Systematic Review and Meta-analysis,9.53
A Systematic Review of End-of-Life Care Communication Skills Training for Generalist Palliative Care Providers: Research Quality and Reporting Guidance,10.53
Mental health outcomes of developmental coordination disorder in late adolescence,5.91
Investigation of post-weld rolling methods to reduce residual stress and distortion,14.15
Intrathoracic tuberculous lymphadenopathy in children: a guide to chest radiography,3.68
"Structural Basis of Catalysis in the Bacterial Monoterpene Synthases Linalool Synthase and 1,8-Cineole Synthase",Journal Not Found
UK Renal Registry 19th Annual Report: Chapter 10 Epidemiology of Reported Infections in Patients Receiving Dialysis in England between January 2015 and December 2015: A Joint Report from Public Health England and the UK Renal Registry,Journal Not Found
Validation of a 30 m resolution flood hazard model of the conterminous United States,17.39
Exploration of empirical relationship between surface soil temperature and surface soil moisture over two catchments of contrasting climates and land covers,3.97
Understanding symptom appraisal and help-seeking in people with symptoms suggestive of pancreatic cancer: A qualitative study,5.59
Post-weaning social and cognitive performance of piglets raised pre-weaning either in a complex multi-suckling group housing system or in a conventional system with a crated sow,3.73
"Aerobiology: Experimental considerations, observations, and future tools",10.99
NeuroPlace: Categorizing urban places according to mental states,7.01
Models to predict relapse in psychosis: A systematic review,4.01
The global burden of fatal self-poisoning with pesticides 2006-15: Systematic review,40.97
High-frequency monitoring of catchment nutrient exports reveals highly variable storm event responses and dynamic source zone activation,Journal Not Found
Standardized radiographic interpretation of thoracic tuberculosis in children,5.68
Patients' and nurses' views on providing psychological support within cardiac rehabilitation programmes: A qualitative study,4.59
Predicting carer health effects for use in economic evaluation,6.01
Using Parameter Constraints to Choose State Structures in Cost-Effectiveness Modelling,5.49
Cretaceous sea-surface temperature evolution: Constraints from TEX86 and planktonic foraminiferal oxygen isotopes,27.03
Augmenting endogenous levels of retinal annexin A1 suppresses uveitis in mice,Journal Not Found
The enigmatic origin of papillomavirus protein domains,5.88
Nucleosynthetic molybdenum isotope anomalies in iron meteorites – new evidence for thermal processing of solar nebula material,12.77
The intervention effect of local alcohol licensing policies on hospital admission and crime: A natural experiment using a novel Bayesian synthetic time-series method,9.28
"The importance of non-carbonate mineral weathering as a soil formation mechanism within a karst weathering profile in the SPECTRA Critical Zone Observatory, Guizhou Province, China",1.75
"UK Renal Registry 19th Annual Report: Chapter 9 Clinical, Haematological and Biochemical Parameters in Patients on Renal Replacement Therapy in Paediatric Centres in the UK in 2015: National and Centre-specific Analyses",Journal Not Found
UK Renal Registry 19th Annual Report: Chapter 4 Demography of the UK Paediatric Renal Replacement Therapy Population in 2015,Journal Not Found
Resectable Clinical N2 Non–Small Cell Lung Cancer; What Is the Optimal Treatment Strategy? An Update by the British Thoracic Society Lung Cancer Specialist Advisory Group,12.02
Bedside paediatric HIV testing in Malawi: Impact on testing rates,1.84
Quasi-experimental study designs series—paper 5: a checklist for classifying studies evaluating the effects on health interventions—a taxonomy without labels,16.76
The weng’an biota (Doushantuo Formation): An ediacaran window on soft-bodied and multicellular microorganisms,7.68
Discrete frequency and phase coding waveform for MIMO radar,3.17
Design and development of the BD Odon DeviceTM: a human factors evaluation process,3.89
The SWPER index for women's empowerment in Africa: development and validation of an index based on survey data,16.47
"Neoadjuvant cisplatin and fluorouracil versus epirubicin, cisplatin, and capecitabine followed by resection in patients with oesophageal adenocarcinoma (UK MRC OE05): an open-label, randomised phase 3 trial",29.35
An initial investigation into endothelial CC chemokine expression in the human rheumatoid synovium,5.45
Zebrafish transgenic constructs label specific neurons in Xenopus laevis spinal cord and identify frog V0v spinal neurons,3.65
α-Dystroglycan hypoglycosylation affects cell migration by influencing β-dystroglycan membrane clustering and filopodia length: A multiscale confocal microscopy analysis,9.64
Natriuretic peptide activation of extracellular regulated kinase 1/2 (ERK1/2) pathway by particulate guanylyl cyclases in GH3 somatolactotropes,5.04
Mechanism underlying impaired cardiac pacemaking rhythm during ischemia: A simulation study,4.07
Ecosystem service delivery in Karst landscapes: anthropogenic perturbation and recovery,2.75
Did saber-tooth kittens grow up musclebound? A study of postnatal limb bone allometry in felids from the Pleistocene of Rancho La Brea,4.01
Differential associations of inflammatory markers with insulin sensitivity and secretion: The prospective METSIM study,13.15
Single Nucleotide Polymorphisms Associated with Reading Ability Show Connection to Socio-Economic Outcomes,4.1
Is increasing urbanicity associated with changes in breastfeeding duration in rural India? An analysis of cross-sectional household data from the Andhra Pradesh children and parents study,3.59
Magnetization in narrow ribbons: Curvature effects,13.74
"Assessing the causal role of adiposity on disordered eating in childhood, adolescence, and adulthood: A Mendelian randomization analysis",14.62
Matching phenotypes to whole genomes: Lessons learned from four iterations of the personal genome project community challenges,6.52
"In-frame seven amino-acid duplication in AIP arose over the last 3000 years, disrupts protein interaction and stability and is associated with gigantism",8.36
The global lung function initiative (GLI) network: Bringing the world’s respiratory reference values together,3.93
Attribution of global foodborne disease to specific foods: Findings from a World Health Organization structured expert elicitation,10.01
Study of charmonium production in b -hadron decays and first evidence for the decay Bs0,3
 Poland; Kudryavtsev,Journal Not Found
Gaia Data Release 1: The archive visualisation service,6.8
