Title,Total Abstract Length,Perc common English words,Perc common technical words,Perc keywords
Electrosurgery reduces blood loss and immediate postoperative inflammation compared to cold instruments for midline celiotomy in dogs: A randomized controlled trial,241,27.8,12.03,60.17
Feasibility cluster randomised controlled trial of a within-consultation intervention to reduce antibiotic prescribing for children presenting to primary care with acute respiratory tract infection and cough,169,34.91,15.98,49.11
On the purported presence of fossilized collagen fibres in an ichthyosaur and a theropod dinosaur,225,32.89,17.78,49.33
A narrative systematic review of factors affecting diabetes prevention in primary care settings,261,29.89,16.48,53.64
In search of oculomotor capture during film viewing: Implications for the balance of top-down and bottom-up control in the saccadic system,233,29.18,12.45,58.37
Patient flow within UK emergency departments: A systematic review of the use of computer simulation modelling methods,270,21.48,18.15,60.37
Variation in the recall of socially rewarding information and depressive symptom severity: a prospective cohort study,368,25,12.23,62.77
Towards understanding the influence of porosity on mechanical and fracture behaviour of quasi-brittle materials: experiments and modelling,118,39.83,23.73,36.44
Representing radar rainfall uncertainty with ensembles based on a time-variant geostatistical error modelling approach,204,30.39,9.8,59.8
Automated Visual Fin Identification of Individual Great White Sharks,243,36.21,17.28,46.5
Amplitude analyses of D 0 → π + π − π + π − and D 0 → K + K − π + π − decays,157,29.94,14.01,56.05
Large-Scale Total Water Storage and Water Flux Changes over the Arid and Semiarid Parts of the Middle East from GRACE and Reanalysis Products,142,33.8,12.68,53.52
Hot-Electron Electroluminescence under RF Operation in GaN-HEMTs: A Comparison among Operational Classes,114,40.35,14.91,44.74
Why are there discrepancies between depressed patients' Global Rating of Change and scores on the Patient Health Questionnaire depression module? A qualitative study of primary care in England,153,32.68,11.76,55.56
High-predation habitats affect the social dynamics of collective exploration in a shoaling fish,202,34.16,17.82,48.02
Socioeconomic inequalities in skilled birth attendance and child stunting in selected low and middle income countries: Wealth quintiles or deciles?,161,34.78,16.15,49.07
Neutralizing misinformation through inoculation: Exposing misleading argumentation techniques reduces their influence,193,37.82,10.36,51.81
"Assessing sampling of the fossil record in a geographically and stratigraphically constrained dataset: The chalk group of hampshire, southern UK",377,40.32,15.65,44.03
Paleomagnetic field reconstruction from mixtures of titanomagnetites,255,34.9,10.98,54.12
Novel bacterial topoisomerase inhibitors with potent broad-spectrum activity against drug-resistant bacteria,252,30.16,11.51,58.33
Screening for familial hypercholesterolaemia in childhood: Avon Longitudinal Study of Parents and Children (ALSPAC),317,39.12,16.72,44.16
"Short-term changes in the health state of children with group B meningococcal disease: A prospective, national cohort study",157,32.48,16.56,50.96
Genome-wide identification of basic helix-loop-helix and NF-1 motifs underlying GR binding sites in male rat hippocampus,128,36.72,21.09,42.19
Burdens of cardiometabolic diseases attributable to dietary and metabolic risks in Korean adults 2012–2013,258,34.88,8.14,56.98
Testing for local adaptation and evolutionary potential along altitudinal gradients in rainforest Drosophila: beyond laboratory estimates,139,30.94,13.67,55.4
"Age-related references in national public health, technology appraisal and clinical guidelines and guidance: Documentary analysis",195,40,14.36,45.64
FGFR2 is required for airway basal cell self-renewal and terminal differentiation,118,38.14,25.42,36.44
"PUF60 variants cause a syndrome of ID, short stature, microcephaly, coloboma, craniofacial, cardiac, renal and spinal features",180,36.11,10,53.89
Parathyroid hormone's enhancement of bones' osteogenic response to loading is affected by ageing in a dose- and time-dependent manner,268,31.72,18.28,50
Three-tier regulation of cell number plasticity by neurotrophins and Tolls in Drosophila,567,32.63,11.64,55.73
"What is best practice in sex and relationship education? A synthesis of evidence, including stakeholders' views",249,30.52,14.86,54.62
Cardiovascular safety in refractory incontinent patients with overactive bladder receiving add-on mirabegron therapy to solifenacin (BESIDE),159,37.11,19.5,43.4
Rodents and humans are able to detect the odour of L-Lactate,254,36.22,14.17,49.61
Left-handed metacomposites containing carbon fibers and ferromagnetic microwires,174,44.83,16.09,39.08
Recipient/donor HLA and CMV matching in recipients of T-cell-depleted unrelated donor haematopoietic cell transplants,165,35.76,15.76,48.48
"Vitamin D levels and susceptibility to asthma, elevated immunoglobulin E levels, and atopic dermatitis: A Mendelian randomization study",162,33.33,10.49,56.17
50 years of the International Committee on Taxonomy of Viruses: progress and prospects,236,29.66,16.1,54.24
Allogeneic Hematopoietic Cell Transplantation for Adult Chronic Myelomonocytic Leukemia,200,30,9.5,60.5
Search for the B s 0 → η′ϕ decay,372,37.9,17.74,44.35
 T.,218,24.31,9.17,66.51
Study of the D 0 p amplitude in Λb 0 → D 0 pπ − decays,253,36.76,17.79,45.45
 K.,97,40.21,10.31,49.48
Measurement of the top quark mass using single top quark events in proton-proton collisions at √s=8 TeV,228,40.79,18.86,40.35
 K.,251,39.04,11.16,49.8
Searches for pair production of third-generation squarks in √s=13TeV pp collisions,177,37.29,16.38,46.33
 Germany; Pooth,211,36.49,14.22,49.29
A search for new phenomena in pp collisions at √s=13TeV in final states with missing transverse momentum and at least one jet using the αT variable,193,39.9,18.65,41.45
 M.,261,33.72,19.54,46.74
Search for single production of vector-like quarks decaying to a Z boson and a top or a bottom quark in proton-proton collisions at √s=13 TeV,160,34.38,16.25,49.38
 J.,264,37.5,13.64,48.86
Observation of Y(1S) pair production in proton-proton collisions at √s=8 TeV,224,33.48,14.29,52.23
 S.,102,43.14,12.75,44.12
Measurement of differential cross sections for top quark pair production using the lepton+jets final state in proton-proton collisions at 13 TeV,244,40.16,16.8,43.03
 P.,190,40,17.37,42.63
"Gaia Data Release 1: Open cluster astrometry: Performance, limitations, and future prospects",159,27.67,13.21,59.12
 Madingley Road,165,36.97,13.33,49.7
Change in children's physical activity and sedentary time between Year 1 and Year 4 of primary school in the B-PROACT1V cohort,129,46.51,13.95,39.53
Reaction and relaxation at surface hotspots: Using molecular dynamics and the energy-grained master equation to describe diamond etching,248,37.5,18.15,44.35
Psychological interventions for coronary heart disease,102,37.25,18.63,44.12
Structure of rare-earth chalcogenide glasses by neutron and x-ray diffraction,263,33.46,15.97,50.57
Grand-maternal smoking in pregnancy and grandchild's autistic traits and diagnosed autism,244,46.31,20.49,33.2
Ketogenic diet in the treatment of epilepsy in children under the age of 2 years: Study protocol for a randomised controlled trial,223,46.19,15.7,38.12
Rationale and design of BISTRO: A randomized controlled trial to determine whether bioimpedance spectroscopy-guided fluid management maintains residual kidney function in incident haemodialysis patients,310,29.35,13.55,57.1
Monitoring quality and coverage of harm reduction services for people who use drugs: A consensus study,346,30.06,12.72,57.23
A 3D in vitro model of the human breast duct: A method to unravel myoepithelial-luminal interactions in the progression of breast cancer,295,24.41,14.24,61.36
"‘Civilising’ Deaf people in Tibet and Inner Mongolia: governing linguistic, ethnic and bodily difference in China",215,37.21,18.6,44.19
A novel segmented-scintillator antineutrino detector,241,31.95,18.26,49.79
Mechanical stability of the CMS strip tracker measured with a laser alignment system,293,43,20.48,36.52
 T.,368,27.17,14.95,57.88
The environmental and evolutionary history of Lake Ohrid (FYROM/Albania): Interim results from the SCOPSCO deep drilling project,124,31.45,15.32,53.23
Relative Modification of Prompt ψ (2S) and J /ψ Yields from pp to PbPb Collisions at sNN =5.02 TeV,215,33.49,8.37,58.14
 III. Physikalisches Institut A,113,35.4,11.5,53.1
DataSHIELD - New directions and dimensions,299,36.45,19.73,43.81
A Kirigami shape memory polymer honeycomb concept for deployment,210,35.71,16.67,47.62
GaAs1-xBix /GaNyAs1-y type-II quantum wells: novel strain-balanced heterostructures for GaAs-based near- &amp; mid-infrared photonics,263,29.66,12.17,58.17
Plasmodium falciparum erythrocyte-binding antigen 175 triggers a biophysical change in the red blood cell that facilitates invasion,261,36.78,12.26,50.96
Updated systematic review: Associations between proximity to animal feeding operations and health of individuals in nearby communities,213,42.25,13.15,44.6
Intake levels of fish in the UK paediatric population,92,34.78,5.43,59.78
How to fragment peralkaline rhyolites: Observations on pumice using combined multi-scale 2D and 3D imaging,93,40.86,12.9,46.24
"Relationships between gut microbiota, plasma metabolites, and metabolic syndrome traits in the METSIM cohort",338,35.21,14.2,50.59
Rapid crystallization during recycling of basaltic andesite tephra: Timescales determined by reheating experiments,175,39.43,13.14,47.43
Open data and digital morphology,254,38.58,12.99,48.43
Magnetic Resonance Relaxation Anisotropy: Physical Principles and Uses in Microstructure Imaging,141,30.5,13.48,56.03
Therapeutic interventions for alcohol dependence in non-inpatient settings: A systematic review and network meta-analysis (protocol),204,46.08,10.78,43.14
Effectiveness of 2009 pandemic influenza A(H1N1) vaccines: A systematic review and meta-analysis,196,43.88,12.76,43.37
"A programme to spread eGFR graph surveillance for the early identification, support and treatment of people with progressive chronic kidney disease (ASSIST-CKD): protocol for the stepped wedge implementation and evaluation of an intervention to reduce late presentation for renal replacement therapy",145,29.66,13.79,56.55
"3D Tunable, Multiscale, and Multistable Vibrational Micro-Platforms Assembled by Compressive Buckling",101,47.52,19.8,32.67
"Fluorescent carbon dots from mono- and polysaccharides: Synthesis, properties and applications",258,33.72,17.83,48.45
Monitoring fatigue crack growth using nonlinear ultrasonic phased array imaging,307,36.16,13.36,50.49
Changing trends and emissions of hydrochlorofluorocarbons (HCFCs) and their hydrofluorocarbon (HFCs) replacements,296,29.39,15.88,54.73
"Measurement of forward tt‾, W+bb¯ and W+cc¯ production in pp collisions at s=8 TeV",243,36.21,12.76,51.03
 Russian Federation; Kuonen,218,38.99,19.27,41.74
Measurement of CP asymmetry in D0 → K−K+ decays,262,28.63,16.79,54.58
